IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.105.224,2095,2095,false,SIN,Asia Pacific,Singapore,13,5.36
8.222.253.235,2095,2095,false,SIN,Asia Pacific,Singapore,3,5.36
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.36
8.219.229.190,2052,2052,false,SIN,Asia Pacific,Singapore,23,5.36
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,5.36
47.236.146.249,2087,2087,true,SIN,Asia Pacific,Singapore,64,5.36
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,8,5.36
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,5.35
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,5.35
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,44,5.35
8.219.73.21,8880,8880,false,SIN,Asia Pacific,Singapore,7,5.35
47.74.45.143,2086,2086,false,NRT,Asia Pacific,Tokyo,71,5.35
8.218.142.253,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,5.35
8.219.222.8,2087,2087,true,SIN,Asia Pacific,Singapore,84,5.34
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,14,5.34
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,80,5.34
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,44,5.34
8.218.136.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,5.34
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,5.34
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,5.33
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,4,5.33
8.219.103.57,8443,8443,true,SIN,Asia Pacific,Singapore,52,5.33
8.209.253.54,8080,8080,false,NRT,Asia Pacific,Tokyo,73,5.33
47.242.176.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,5.33
8.219.66.156,8880,8880,false,NRT,Asia Pacific,Tokyo,87,5.32
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,73,5.32
47.236.121.7,2083,2083,true,SIN,Asia Pacific,Singapore,80,5.32
47.236.145.85,2087,2087,true,SIN,Asia Pacific,Singapore,80,5.32
8.219.50.180,2083,2083,true,SIN,Asia Pacific,Singapore,57,5.32
8.219.195.47,443,443,true,SIN,Asia Pacific,Singapore,65,5.32
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,51,5.32
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,5.32
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,5.32
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,93,5.31
8.219.106.15,80,80,false,SIN,Asia Pacific,Singapore,14,5.31
8.222.222.64,443,443,true,SIN,Asia Pacific,Singapore,42,5.30
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,14,5.30
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,41,5.30
8.218.188.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,5.30
8.219.175.127,2095,2095,false,SIN,Asia Pacific,Singapore,20,5.30
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,16,5.30
8.219.195.47,2096,2096,true,SIN,Asia Pacific,Singapore,111,5.29
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,51,5.29
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,92,5.29
47.91.16.214,2083,2083,true,NRT,Asia Pacific,Tokyo,110,5.29
8.222.212.219,443,443,true,SIN,Asia Pacific,Singapore,27,5.29
47.245.108.213,8443,8443,true,SIN,Asia Pacific,Singapore,57,5.29
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,5.29
47.76.178.146,80,80,false,HKG,Asia Pacific,Hong Kong,41,5.29
8.219.228.193,2052,2052,false,SIN,Asia Pacific,Singapore,13,5.29
8.219.222.8,80,80,false,SIN,Asia Pacific,Singapore,29,5.28
8.219.142.191,2087,2087,true,SIN,Asia Pacific,Singapore,67,5.28
47.236.168.17,2053,2053,true,SIN,Asia Pacific,Singapore,99,5.28
8.219.98.13,2083,2083,true,SIN,Asia Pacific,Singapore,102,5.27
8.219.66.156,80,80,false,NRT,Asia Pacific,Tokyo,88,5.27
47.236.104.98,2095,2095,false,SIN,Asia Pacific,Singapore,32,5.27
8.218.110.180,80,80,false,HKG,Asia Pacific,Hong Kong,38,5.27
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,5.26
47.74.37.50,2083,2083,true,NRT,Asia Pacific,Tokyo,99,5.26
8.218.127.249,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,5.26
8.219.100.155,8443,8443,true,SIN,Asia Pacific,Singapore,90,5.25
8.222.208.83,2087,2087,true,SIN,Asia Pacific,Singapore,96,5.25
8.210.107.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,5.25
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,85,5.25
47.236.104.98,8880,8880,false,SIN,Asia Pacific,Singapore,34,5.25
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,5.24
47.236.145.85,2083,2083,true,SIN,Asia Pacific,Singapore,196,5.24
8.219.100.155,2087,2087,true,SIN,Asia Pacific,Singapore,95,5.24
8.219.251.81,443,443,true,SIN,Asia Pacific,Singapore,82,5.24
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,5.23
47.236.10.100,2053,2053,true,SIN,Asia Pacific,Singapore,50,5.23
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,5.23
47.236.11.84,2083,2083,true,SIN,Asia Pacific,Singapore,60,5.22
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,91,5.22
8.217.145.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,5.22
8.210.146.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,5.22
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,10,5.21
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,176,5.21
8.209.253.54,2096,2096,true,NRT,Asia Pacific,Tokyo,97,5.21
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,5.21
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,49,5.21
47.236.83.239,2053,2053,true,SIN,Asia Pacific,Singapore,114,5.21
8.219.215.214,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.20
47.242.59.216,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,5.20
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,117,5.20
8.219.40.255,2053,2053,true,SIN,Asia Pacific,Singapore,91,5.20
8.218.136.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,5.20
8.219.194.170,2052,2052,false,SIN,Asia Pacific,Singapore,26,5.20
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,40,5.19
8.219.104.37,2083,2083,true,SIN,Asia Pacific,Singapore,86,5.19
8.219.240.160,8880,8880,false,SIN,Asia Pacific,Singapore,210,5.19
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,5.19
47.74.37.50,2082,2082,false,NRT,Asia Pacific,Tokyo,88,5.19
47.74.42.88,2083,2083,true,NRT,Asia Pacific,Tokyo,74,5.19
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,58,5.18
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.18
8.219.196.117,8443,8443,true,SIN,Asia Pacific,Singapore,174,5.18
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,32,5.17
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,48,5.17
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,5.17
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,5.17
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,158,5.17
47.245.115.6,2083,2083,true,SIN,Asia Pacific,Singapore,48,5.17
8.222.211.16,8880,8880,false,SIN,Asia Pacific,Singapore,63,5.16
8.219.40.255,8080,8080,false,SIN,Asia Pacific,Singapore,11,5.16
8.219.159.232,2096,2096,true,SIN,Asia Pacific,Singapore,91,5.16
47.245.107.174,8880,8880,false,SIN,Asia Pacific,Singapore,38,5.16
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,5.16
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,69,5.15
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,65,5.15
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,5.15
8.219.228.157,8080,8080,false,SIN,Asia Pacific,Singapore,24,5.15
8.219.101.72,2096,2096,true,SIN,Asia Pacific,Singapore,99,5.14
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,36,5.14
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,5.14
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,56,5.14
47.236.170.54,2096,2096,true,SIN,Asia Pacific,Singapore,82,5.14
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,5.14
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,5.13
8.219.0.162,8443,8443,true,SIN,Asia Pacific,Singapore,72,5.13
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,3,5.12
47.76.33.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,5.12
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,18,5.12
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,36,5.12
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,85,5.12
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,61,5.12
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,24,5.12
8.222.212.172,2053,2053,true,SIN,Asia Pacific,Singapore,68,5.11
47.74.42.88,2096,2096,true,NRT,Asia Pacific,Tokyo,73,5.11
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,25,5.10
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,37,5.10
8.219.100.155,2096,2096,true,SIN,Asia Pacific,Singapore,136,5.10
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,41,5.09
8.218.127.249,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,5.09
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.09
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,125,5.09
8.219.67.133,443,443,true,SIN,Asia Pacific,Singapore,111,5.09
8.219.156.148,80,80,false,SIN,Asia Pacific,Singapore,40,5.09
47.245.108.213,8880,8880,false,SIN,Asia Pacific,Singapore,5,5.08
47.91.16.214,2082,2082,false,NRT,Asia Pacific,Tokyo,73,5.08
47.245.10.76,2053,2053,true,NRT,Asia Pacific,Tokyo,79,5.08
8.219.103.57,2052,2052,false,SIN,Asia Pacific,Singapore,15,5.08
8.219.251.81,2096,2096,true,SIN,Asia Pacific,Singapore,105,5.08
8.219.67.133,2096,2096,true,SIN,Asia Pacific,Singapore,88,5.08
8.209.250.184,2053,2053,true,NRT,Asia Pacific,Tokyo,80,5.08
47.236.169.15,2053,2053,true,SIN,Asia Pacific,Singapore,89,5.08
8.219.142.229,2095,2095,false,SIN,Asia Pacific,Singapore,18,5.08
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,46,5.08
8.219.175.127,2096,2096,true,SIN,Asia Pacific,Singapore,53,5.07
8.219.58.64,80,80,false,SIN,Asia Pacific,Singapore,16,5.07
8.222.212.172,8443,8443,true,SIN,Asia Pacific,Singapore,63,5.07
8.219.6.157,2083,2083,true,SIN,Asia Pacific,Singapore,79,5.06
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,41,5.06
8.218.119.115,443,443,true,HKG,Asia Pacific,Hong Kong,96,5.06
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,5.05
8.218.149.193,80,80,false,HKG,Asia Pacific,Hong Kong,40,5.05
8.219.102.252,2052,2052,false,SIN,Asia Pacific,Singapore,11,5.05
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,30,5.04
8.210.117.18,443,443,true,HKG,Asia Pacific,Hong Kong,60,5.04
47.243.161.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,5.04
8.219.61.52,2095,2095,false,SIN,Asia Pacific,Singapore,16,5.03
47.236.172.95,80,80,false,SIN,Asia Pacific,Singapore,7,5.03
8.219.66.156,2086,2086,false,NRT,Asia Pacific,Tokyo,75,5.03
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,28,5.03
8.219.240.160,443,443,true,SIN,Asia Pacific,Singapore,110,5.03
8.219.140.63,2053,2053,true,SIN,Asia Pacific,Singapore,91,5.02
47.236.87.206,8443,8443,true,SIN,Asia Pacific,Singapore,63,5.02
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,55,5.02
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,19,5.02
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.01
8.219.58.64,2095,2095,false,SIN,Asia Pacific,Singapore,39,5.01
8.222.210.182,2052,2052,false,SIN,Asia Pacific,Singapore,156,5.01
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,5.01
47.236.168.17,8443,8443,true,SIN,Asia Pacific,Singapore,60,5.01
8.219.202.130,2087,2087,true,SIN,Asia Pacific,Singapore,100,5.01
8.217.149.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,5.01
47.236.87.246,2083,2083,true,SIN,Asia Pacific,Singapore,161,5.00
47.236.87.206,2083,2083,true,SIN,Asia Pacific,Singapore,84,5.00
8.222.208.38,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.00
47.74.45.143,2083,2083,true,NRT,Asia Pacific,Tokyo,109,5.00
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,14,5.00
8.217.250.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,5.00
47.245.10.76,2096,2096,true,NRT,Asia Pacific,Tokyo,77,5.00
8.210.146.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,5.00
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,4.99
8.209.250.184,2096,2096,true,NRT,Asia Pacific,Tokyo,76,4.99
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,83,4.99
8.219.40.37,2053,2053,true,SIN,Asia Pacific,Singapore,112,4.99
8.222.221.86,2053,2053,true,SIN,Asia Pacific,Singapore,220,4.99
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,12,4.99
47.76.77.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,4.98
8.222.208.38,2096,2096,true,SIN,Asia Pacific,Singapore,77,4.98
8.219.188.162,8443,8443,true,SIN,Asia Pacific,Singapore,95,4.98
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,94,4.98
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,51,4.98
8.222.164.209,8443,8443,true,SIN,Asia Pacific,Singapore,81,4.98
8.222.210.182,2096,2096,true,SIN,Asia Pacific,Singapore,123,4.98
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,4.98
47.251.74.226,443,443,true,LAX,North America,Los Angeles,177,4.98
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,18,4.97
8.219.87.34,2087,2087,true,SIN,Asia Pacific,Singapore,59,4.97
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,55,4.97
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,4.97
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.97
8.222.222.64,2096,2096,true,SIN,Asia Pacific,Singapore,45,4.97
8.222.209.223,2082,2082,false,SIN,Asia Pacific,Singapore,181,4.96
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,106,4.96
47.245.10.76,2087,2087,true,NRT,Asia Pacific,Tokyo,97,4.96
8.219.104.242,443,443,true,SIN,Asia Pacific,Singapore,48,4.96
8.219.188.162,80,80,false,SIN,Asia Pacific,Singapore,11,4.96
8.219.228.157,2087,2087,true,SIN,Asia Pacific,Singapore,88,4.96
47.74.37.50,2053,2053,true,NRT,Asia Pacific,Tokyo,72,4.96
8.219.206.180,2087,2087,true,SIN,Asia Pacific,Singapore,71,4.95
47.74.42.88,2053,2053,true,NRT,Asia Pacific,Tokyo,102,4.95
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,23,4.95
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,120,4.95
8.218.156.91,8443,8443,true,HKG,Asia Pacific,Hong Kong,117,4.95
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,4.95
8.219.163.195,2087,2087,true,SIN,Asia Pacific,Singapore,89,4.95
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,33,4.94
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,4.94
8.218.142.253,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,4.94
8.219.67.133,2053,2053,true,SIN,Asia Pacific,Singapore,149,4.93
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,13,4.93
47.236.169.15,2096,2096,true,SIN,Asia Pacific,Singapore,63,4.93
8.222.214.13,443,443,true,SIN,Asia Pacific,Singapore,242,4.93
47.74.43.95,2087,2087,true,NRT,Asia Pacific,Tokyo,70,4.92
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,101,4.92
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,4.91
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,4.91
8.209.253.54,2087,2087,true,NRT,Asia Pacific,Tokyo,79,4.91
47.251.74.226,80,80,false,LAX,North America,Los Angeles,179,4.91
8.219.58.64,8080,8080,false,SIN,Asia Pacific,Singapore,50,4.91
8.210.66.190,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,4.91
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,43,4.91
8.222.244.123,2087,2087,true,SIN,Asia Pacific,Singapore,90,4.90
47.236.149.107,2053,2053,true,SIN,Asia Pacific,Singapore,129,4.90
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,59,4.90
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,4.90
47.74.42.88,2083,2083,true,NRT,Asia Pacific,Tokyo,74,4.90
8.219.66.156,80,80,false,NRT,Asia Pacific,Tokyo,133,4.90
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,39,4.90
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,134,4.89
47.236.144.196,2096,2096,true,SIN,Asia Pacific,Singapore,94,4.89
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,37,4.89
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,4.89
8.222.226.15,80,80,false,SIN,Asia Pacific,Singapore,23,4.89
8.219.98.13,2083,2083,true,SIN,Asia Pacific,Singapore,106,4.88
8.219.141.174,2087,2087,true,SIN,Asia Pacific,Singapore,102,4.88
8.219.140.63,8443,8443,true,SIN,Asia Pacific,Singapore,118,4.88
47.245.93.74,2053,2053,true,SIN,Asia Pacific,Singapore,65,4.88
47.74.43.95,2082,2082,false,NRT,Asia Pacific,Tokyo,70,4.88
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,31,4.88
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,48,4.87
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,158,4.87
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,4.87
8.219.106.15,8080,8080,false,SIN,Asia Pacific,Singapore,28,4.87
8.217.239.116,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,4.86
8.219.12.152,80,80,false,SIN,Asia Pacific,Singapore,3,4.86
47.236.87.206,2096,2096,true,SIN,Asia Pacific,Singapore,95,4.86
47.236.11.84,2086,2086,false,SIN,Asia Pacific,Singapore,18,4.86
47.91.16.214,2052,2052,false,NRT,Asia Pacific,Tokyo,73,4.85
47.236.11.84,8880,8880,false,SIN,Asia Pacific,Singapore,16,4.85
8.217.239.116,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,4.84
8.219.107.199,2095,2095,false,SIN,Asia Pacific,Singapore,19,4.84
47.236.172.95,2096,2096,true,SIN,Asia Pacific,Singapore,43,4.84
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,4.84
8.217.221.165,8080,8080,false,HKG,Asia Pacific,Hong Kong,43,4.84
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,90,4.83
8.219.101.138,8443,8443,true,SIN,Asia Pacific,Singapore,70,4.83
47.236.10.182,2052,2052,false,SIN,Asia Pacific,Singapore,23,4.83
8.219.151.193,2083,2083,true,SIN,Asia Pacific,Singapore,84,4.83
47.243.162.49,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,4.83
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,9,4.82
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,49,4.82
47.245.10.76,8880,8880,false,NRT,Asia Pacific,Tokyo,74,4.82
8.219.202.130,8443,8443,true,SIN,Asia Pacific,Singapore,103,4.82
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,4.82
8.218.105.223,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.82
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,52,4.82
47.236.7.106,8080,8080,false,SIN,Asia Pacific,Singapore,21,4.82
8.219.178.101,2083,2083,true,SIN,Asia Pacific,Singapore,127,4.82
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,4.82
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,16,4.81
8.222.226.15,8880,8880,false,SIN,Asia Pacific,Singapore,16,4.81
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,19,4.81
8.219.124.227,2096,2096,true,SIN,Asia Pacific,Singapore,153,4.81
47.236.172.71,2083,2083,true,SIN,Asia Pacific,Singapore,43,4.81
8.219.99.8,443,443,true,SIN,Asia Pacific,Singapore,156,4.80
8.219.213.112,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.80
8.219.228.157,8443,8443,true,SIN,Asia Pacific,Singapore,87,4.80
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,4.80
8.218.158.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,4.79
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,27,4.79
47.91.16.214,80,80,false,NRT,Asia Pacific,Tokyo,70,4.79
8.210.3.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,4.79
8.219.200.145,8443,8443,true,SIN,Asia Pacific,Singapore,67,4.79
8.219.66.156,8080,8080,false,NRT,Asia Pacific,Tokyo,84,4.79
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,9,4.78
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,76,4.78
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,130,4.78
8.219.175.127,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.78
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,81,4.78
47.74.43.95,8443,8443,true,NRT,Asia Pacific,Tokyo,70,4.78
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,124,4.78
47.236.7.106,8443,8443,true,SIN,Asia Pacific,Singapore,135,4.77
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,23,4.77
47.236.11.84,2096,2096,true,SIN,Asia Pacific,Singapore,69,4.77
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,41,4.77
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,39,4.77
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,113,4.77
8.217.145.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,4.77
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,116,4.76
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,4.76
8.219.83.201,8443,8443,true,SIN,Asia Pacific,Singapore,170,4.76
47.91.16.214,2096,2096,true,NRT,Asia Pacific,Tokyo,138,4.76
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,160,4.76
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,128,4.75
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,4.75
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,4.75
8.210.250.120,80,80,false,HKG,Asia Pacific,Hong Kong,37,4.75
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,4.75
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,40,4.75
8.217.193.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,4.75
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,26,4.74
47.76.178.146,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,4.74
47.236.202.91,2053,2053,true,SIN,Asia Pacific,Singapore,41,4.73
8.219.93.5,2096,2096,true,SIN,Asia Pacific,Singapore,80,4.73
47.245.93.74,80,80,false,SIN,Asia Pacific,Singapore,20,4.73
8.217.159.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,4.73
8.219.213.112,2096,2096,true,SIN,Asia Pacific,Singapore,88,4.73
47.242.171.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,4.73
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,4.73
8.222.198.105,2096,2096,true,SIN,Asia Pacific,Singapore,76,4.73
47.236.87.206,2086,2086,false,SIN,Asia Pacific,Singapore,62,4.72
47.74.37.50,2096,2096,true,NRT,Asia Pacific,Tokyo,69,4.72
8.209.245.53,2096,2096,true,NRT,Asia Pacific,Tokyo,111,4.71
8.219.126.3,80,80,false,SIN,Asia Pacific,Singapore,6,4.71
8.219.100.155,2083,2083,true,SIN,Asia Pacific,Singapore,80,4.71
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,30,4.71
8.209.245.53,8880,8880,false,NRT,Asia Pacific,Tokyo,76,4.71
8.210.245.224,2053,2053,true,HKG,Asia Pacific,Hong Kong,38,4.70
8.219.12.152,80,80,false,SIN,Asia Pacific,Singapore,7,4.70
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,49,4.70
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,4.70
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,97,4.70
47.242.202.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,4.69
8.217.193.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,4.69
8.222.208.83,8443,8443,true,SIN,Asia Pacific,Singapore,90,4.69
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,153,4.69
8.210.117.18,80,80,false,HKG,Asia Pacific,Hong Kong,38,4.68
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,23,4.68
47.236.123.133,2053,2053,true,SIN,Asia Pacific,Singapore,114,4.68
8.219.40.37,8443,8443,true,SIN,Asia Pacific,Singapore,67,4.68
