IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.11.90,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,9.30
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,45,9.30
8.219.104.37,8880,8880,false,SIN,Asia Pacific,Singapore,6,9.30
8.219.228.186,2082,2082,false,SIN,Asia Pacific,Singapore,25,9.30
8.222.209.223,2087,2087,true,SIN,Asia Pacific,Singapore,62,9.30
8.219.104.37,2053,2053,true,SIN,Asia Pacific,Singapore,105,9.30
8.222.221.109,443,443,true,SIN,Asia Pacific,Singapore,59,9.29
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,105,9.29
8.219.141.174,2096,2096,true,SIN,Asia Pacific,Singapore,135,9.29
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,47,9.29
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,20,9.29
8.218.211.17,2053,2053,true,HKG,Asia Pacific,Hong Kong,101,9.29
8.210.66.190,8443,8443,true,HKG,Asia Pacific,Hong Kong,34,9.29
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,154,9.29
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,87,9.29
47.236.93.176,2096,2096,true,SIN,Asia Pacific,Singapore,138,9.29
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,57,9.28
8.219.6.157,8443,8443,true,SIN,Asia Pacific,Singapore,129,9.28
8.219.196.24,8443,8443,true,SIN,Asia Pacific,Singapore,103,9.28
47.236.116.26,2083,2083,true,SIN,Asia Pacific,Singapore,71,9.28
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,202,9.27
8.219.106.15,2052,2052,false,SIN,Asia Pacific,Singapore,28,9.27
8.219.78.1,8443,8443,true,SIN,Asia Pacific,Singapore,79,9.27
8.222.212.172,80,80,false,SIN,Asia Pacific,Singapore,50,9.27
8.219.198.34,2083,2083,true,SIN,Asia Pacific,Singapore,81,9.27
8.222.254.91,2083,2083,true,SIN,Asia Pacific,Singapore,76,9.27
8.219.103.57,2053,2053,true,SIN,Asia Pacific,Singapore,48,9.27
8.222.214.13,2087,2087,true,SIN,Asia Pacific,Singapore,35,9.27
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,9.26
8.219.12.152,443,443,true,SIN,Asia Pacific,Singapore,52,9.26
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,9.25
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,100,9.25
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,45,9.24
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,22,9.24
8.219.12.152,2096,2096,true,SIN,Asia Pacific,Singapore,104,9.24
8.219.137.50,8880,8880,false,SIN,Asia Pacific,Singapore,23,9.24
8.222.244.123,2082,2082,false,SIN,Asia Pacific,Singapore,5,9.23
47.243.161.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,9.23
8.219.100.155,2086,2086,false,SIN,Asia Pacific,Singapore,15,9.23
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,50,9.23
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,34,9.23
8.218.11.90,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,9.22
8.219.5.10,443,443,true,SIN,Asia Pacific,Singapore,64,9.22
8.219.215.214,443,443,true,SIN,Asia Pacific,Singapore,58,9.22
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,14,9.22
8.219.198.34,2087,2087,true,SIN,Asia Pacific,Singapore,102,9.21
8.219.196.117,8880,8880,false,SIN,Asia Pacific,Singapore,44,9.21
8.219.12.152,2086,2086,false,SIN,Asia Pacific,Singapore,14,9.21
8.219.196.24,2087,2087,true,SIN,Asia Pacific,Singapore,152,9.20
8.219.67.133,2052,2052,false,SIN,Asia Pacific,Singapore,18,9.20
8.219.159.232,2087,2087,true,SIN,Asia Pacific,Singapore,148,9.20
8.222.224.17,8443,8443,true,SIN,Asia Pacific,Singapore,77,9.20
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,22,9.20
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,42,9.19
47.243.70.197,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,9.18
8.219.13.143,443,443,true,SIN,Asia Pacific,Singapore,106,9.18
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,83,9.18
8.219.210.64,2087,2087,true,SIN,Asia Pacific,Singapore,86,9.18
8.222.198.105,2052,2052,false,SIN,Asia Pacific,Singapore,13,9.18
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,41,9.17
8.219.61.52,2086,2086,false,SIN,Asia Pacific,Singapore,140,9.17
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,104,9.17
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,123,9.17
8.219.142.229,2083,2083,true,SIN,Asia Pacific,Singapore,90,9.16
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,9.16
8.219.137.50,2086,2086,false,SIN,Asia Pacific,Singapore,19,9.16
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,21,9.16
8.219.170.232,443,443,true,SIN,Asia Pacific,Singapore,62,9.16
8.219.206.53,8443,8443,true,SIN,Asia Pacific,Singapore,87,9.16
8.222.213.221,8880,8880,false,SIN,Asia Pacific,Singapore,12,9.15
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,81,9.15
8.222.210.182,2083,2083,true,SIN,Asia Pacific,Singapore,119,9.15
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,37,9.15
8.222.236.229,2086,2086,false,SIN,Asia Pacific,Singapore,5,9.15
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,9.15
8.222.197.251,8080,8080,false,SIN,Asia Pacific,Singapore,3,9.14
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,90,9.14
47.236.169.164,8443,8443,true,SIN,Asia Pacific,Singapore,139,9.14
8.219.97.179,8080,8080,false,SIN,Asia Pacific,Singapore,15,9.13
8.219.179.34,2083,2083,true,SIN,Asia Pacific,Singapore,80,9.13
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,23,9.13
47.236.146.249,2053,2053,true,SIN,Asia Pacific,Singapore,90,9.13
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,13,9.13
8.219.152.195,2083,2083,true,SIN,Asia Pacific,Singapore,69,9.13
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,23,9.13
8.219.245.187,2083,2083,true,SIN,Asia Pacific,Singapore,78,9.13
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,20,9.12
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,58,9.12
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,15,9.12
8.222.244.123,2096,2096,true,SIN,Asia Pacific,Singapore,50,9.12
47.236.87.246,2096,2096,true,SIN,Asia Pacific,Singapore,72,9.11
8.219.58.64,2087,2087,true,SIN,Asia Pacific,Singapore,107,9.11
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,26,9.11
8.219.6.157,2052,2052,false,SIN,Asia Pacific,Singapore,27,9.10
8.219.122.55,2083,2083,true,SIN,Asia Pacific,Singapore,78,9.10
8.222.221.86,8880,8880,false,SIN,Asia Pacific,Singapore,3,9.10
47.236.149.107,2083,2083,true,SIN,Asia Pacific,Singapore,139,9.09
8.219.12.152,443,443,true,SIN,Asia Pacific,Singapore,70,9.09
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,11,9.09
8.219.13.143,8880,8880,false,SIN,Asia Pacific,Singapore,17,9.09
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,46,9.09
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,74,9.09
47.236.146.249,8443,8443,true,SIN,Asia Pacific,Singapore,107,9.08
8.222.223.34,2096,2096,true,SIN,Asia Pacific,Singapore,109,9.08
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,106,9.08
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,11,9.07
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,9.07
8.219.61.52,8080,8080,false,SIN,Asia Pacific,Singapore,25,9.07
8.222.128.131,2095,2095,false,SIN,Asia Pacific,Singapore,25,9.07
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,165,9.07
8.222.212.172,8443,8443,true,SIN,Asia Pacific,Singapore,140,9.06
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,50,9.06
8.219.242.208,2052,2052,false,SIN,Asia Pacific,Singapore,4,9.05
8.219.99.8,2052,2052,false,SIN,Asia Pacific,Singapore,37,9.05
8.219.196.117,2052,2052,false,SIN,Asia Pacific,Singapore,50,9.05
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,22,9.04
47.91.31.231,2096,2096,true,NRT,Asia Pacific,Tokyo,116,9.04
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,21,9.04
8.219.107.135,8443,8443,true,SIN,Asia Pacific,Singapore,138,9.04
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,9.04
8.219.196.24,443,443,true,SIN,Asia Pacific,Singapore,39,9.04
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,61,9.04
47.236.158.158,2083,2083,true,SIN,Asia Pacific,Singapore,132,9.03
8.219.237.250,2087,2087,true,SIN,Asia Pacific,Singapore,52,9.03
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,113,9.03
47.236.7.106,443,443,true,SIN,Asia Pacific,Singapore,67,9.03
8.219.142.191,2052,2052,false,SIN,Asia Pacific,Singapore,15,9.03
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,14,9.03
8.219.229.190,2087,2087,true,SIN,Asia Pacific,Singapore,62,9.02
8.219.193.22,2095,2095,false,SIN,Asia Pacific,Singapore,11,9.02
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,36,9.02
47.243.161.235,80,80,false,HKG,Asia Pacific,Hong Kong,37,9.01
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,129,9.00
8.219.113.232,2053,2053,true,SIN,Asia Pacific,Singapore,97,9.00
8.217.164.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,9.00
8.219.51.211,2096,2096,true,SIN,Asia Pacific,Singapore,114,9.00
8.219.186.189,2053,2053,true,SIN,Asia Pacific,Singapore,54,9.00
8.219.170.232,8880,8880,false,SIN,Asia Pacific,Singapore,18,8.99
8.219.242.208,8443,8443,true,SIN,Asia Pacific,Singapore,27,8.99
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,113,8.99
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,36,8.98
8.219.174.142,2053,2053,true,SIN,Asia Pacific,Singapore,61,8.98
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,27,8.98
8.219.170.223,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.97
8.219.197.111,2082,2082,false,SIN,Asia Pacific,Singapore,24,8.97
8.219.178.101,2083,2083,true,SIN,Asia Pacific,Singapore,109,8.97
8.219.193.22,8080,8080,false,SIN,Asia Pacific,Singapore,7,8.96
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,71,8.96
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,8.96
8.219.237.250,2082,2082,false,SIN,Asia Pacific,Singapore,13,8.95
8.219.101.72,8443,8443,true,SIN,Asia Pacific,Singapore,143,8.95
47.236.169.141,8443,8443,true,SIN,Asia Pacific,Singapore,41,8.94
47.236.97.90,2053,2053,true,SIN,Asia Pacific,Singapore,101,8.94
8.217.250.5,2096,2096,true,HKG,Asia Pacific,Hong Kong,100,8.94
8.219.77.222,80,80,false,SIN,Asia Pacific,Singapore,42,8.94
8.219.151.193,443,443,true,NRT,Asia Pacific,Tokyo,119,8.94
8.210.151.69,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,8.93
8.219.3.53,2082,2082,false,SIN,Asia Pacific,Singapore,4,8.93
8.219.186.189,8443,8443,true,SIN,Asia Pacific,Singapore,53,8.93
8.219.51.211,2087,2087,true,SIN,Asia Pacific,Singapore,101,8.93
8.219.191.40,8443,8443,true,SIN,Asia Pacific,Singapore,84,8.92
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,23,8.92
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,24,8.92
8.219.206.53,2096,2096,true,SIN,Asia Pacific,Singapore,164,8.91
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.91
8.219.195.47,2082,2082,false,SIN,Asia Pacific,Singapore,8,8.91
8.219.11.158,2096,2096,true,SIN,Asia Pacific,Singapore,105,8.91
8.219.72.50,8443,8443,true,SIN,Asia Pacific,Singapore,81,8.91
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,8.91
8.218.127.249,80,80,false,HKG,Asia Pacific,Hong Kong,50,8.90
8.219.60.54,2096,2096,true,SIN,Asia Pacific,Singapore,88,8.90
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,8.89
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.89
8.218.127.249,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,8.89
8.217.159.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,8.89
8.219.210.64,2083,2083,true,SIN,Asia Pacific,Singapore,61,8.89
8.219.213.112,8443,8443,true,SIN,Asia Pacific,Singapore,157,8.88
8.219.97.179,443,443,true,SIN,Asia Pacific,Singapore,112,8.88
8.219.194.170,2052,2052,false,SIN,Asia Pacific,Singapore,19,8.87
8.222.255.15,2096,2096,true,SIN,Asia Pacific,Singapore,44,8.87
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.87
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,8.86
8.222.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,132,8.86
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.86
8.218.207.169,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,8.86
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,87,8.85
8.222.219.34,2083,2083,true,SIN,Asia Pacific,Singapore,86,8.85
8.219.87.34,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.85
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,20,8.85
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,48,8.85
8.219.228.193,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.84
8.219.222.8,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.84
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,33,8.84
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,20,8.84
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,8.83
8.218.181.189,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,8.83
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,19,8.83
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,38,8.83
8.219.188.162,8880,8880,false,SIN,Asia Pacific,Singapore,14,8.82
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,15,8.81
8.219.161.129,2083,2083,true,SIN,Asia Pacific,Singapore,59,8.81
8.218.11.90,8080,8080,false,HKG,Asia Pacific,Hong Kong,68,8.80
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,86,8.80
8.219.106.15,8880,8880,false,SIN,Asia Pacific,Singapore,97,8.80
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,8.80
8.219.177.205,2096,2096,true,SIN,Asia Pacific,Singapore,95,8.80
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,8.80
8.222.221.109,80,80,false,SIN,Asia Pacific,Singapore,5,8.80
8.222.209.223,8443,8443,true,SIN,Asia Pacific,Singapore,66,8.80
8.219.61.52,8443,8443,true,SIN,Asia Pacific,Singapore,68,8.80
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,13,8.79
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,18,8.79
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,9,8.79
8.222.237.131,2053,2053,true,SIN,Asia Pacific,Singapore,58,8.79
8.219.195.47,2082,2082,false,SIN,Asia Pacific,Singapore,26,8.79
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,18,8.79
8.222.209.223,2083,2083,true,SIN,Asia Pacific,Singapore,50,8.78
47.236.166.131,2083,2083,true,SIN,Asia Pacific,Singapore,79,8.78
8.222.174.108,2096,2096,true,SIN,Asia Pacific,Singapore,47,8.78
8.219.228.186,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.78
8.222.212.219,2053,2053,true,SIN,Asia Pacific,Singapore,77,8.78
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,19,8.77
8.219.242.208,2096,2096,true,SIN,Asia Pacific,Singapore,98,8.77
8.219.60.68,80,80,false,SIN,Asia Pacific,Singapore,10,8.77
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,8.77
8.219.186.189,2083,2083,true,SIN,Asia Pacific,Singapore,110,8.77
8.218.211.17,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,8.76
8.219.84.102,2053,2053,true,SIN,Asia Pacific,Singapore,57,8.76
8.222.212.172,2052,2052,false,SIN,Asia Pacific,Singapore,12,8.76
8.218.119.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,8.76
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,81,8.75
8.210.192.93,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,8.74
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,8.74
8.219.177.205,2087,2087,true,SIN,Asia Pacific,Singapore,87,8.73
8.219.247.203,8080,8080,false,SIN,Asia Pacific,Singapore,10,8.73
8.219.167.65,2095,2095,false,SIN,Asia Pacific,Singapore,4,8.73
8.222.215.228,8443,8443,true,SIN,Asia Pacific,Singapore,117,8.72
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,99,8.72
8.218.127.249,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,8.72
8.222.236.229,443,443,true,SIN,Asia Pacific,Singapore,68,8.72
8.222.198.105,8880,8880,false,SIN,Asia Pacific,Singapore,41,8.71
8.219.193.22,2087,2087,true,SIN,Asia Pacific,Singapore,91,8.71
8.219.170.223,8880,8880,false,SIN,Asia Pacific,Singapore,19,8.71
47.236.87.206,8880,8880,false,SIN,Asia Pacific,Singapore,23,8.71
47.236.150.13,2083,2083,true,SIN,Asia Pacific,Singapore,120,8.71
8.219.102.252,2096,2096,true,SIN,Asia Pacific,Singapore,172,8.70
8.219.61.52,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.69
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,78,8.69
8.219.13.143,2096,2096,true,SIN,Asia Pacific,Singapore,69,8.68
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.68
8.219.228.157,2087,2087,true,SIN,Asia Pacific,Singapore,142,8.67
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,7,8.67
8.219.140.229,8080,8080,false,SIN,Asia Pacific,Singapore,15,8.67
8.219.170.232,443,443,true,SIN,Asia Pacific,Singapore,68,8.67
8.219.222.8,2095,2095,false,SIN,Asia Pacific,Singapore,168,8.66
8.219.201.8,2095,2095,false,SIN,Asia Pacific,Singapore,18,8.66
